emp_no,salary
62426,40000
62427,40000
62428,60825
62429,59093
62430,40000
62431,50446
62432,52388
62433,46720
62434,66927
62435,65955
62436,59715
62437,49714
62438,47202
62439,44647
62440,40104
62441,40000
62442,40000
62443,57970
62444,40000
62445,51720
62446,43183
62447,40000
62448,40000
62449,70643
62450,40000
62451,40000
62452,40000
62453,68621
62454,40000
62455,67480
62456,40000
62457,40638
62458,40000
62459,61041
62460,40000
62461,69454
62462,74074
62463,40000
62464,91462
62465,62426
62466,40000
62467,48313
62468,51108
62469,62660
62470,40000
62471,57101
62472,58284
62473,40000
62474,46582
62475,40000
62476,85320
62477,46792
62478,40000
62479,40000
62480,68446
62481,66594
62482,56225
62483,47195
62484,40000
62485,52794
62486,44733
62487,40000
62488,56318
62489,60385
62490,56704
62491,57640
62492,40000
62493,77766
62494,42843
62495,56811
62496,48989
62497,49067
62498,70134
62499,61306
62500,61459
62501,40000
62502,46782
62503,46956
62504,68120
62505,82647
62506,63797
62507,51782
62508,40000
62509,40000
62510,40000
62511,40000
62512,42683
62513,40000
62514,40000
62515,77620
62516,58514
62517,40000
62518,46074
62519,56239
62520,50432
62521,62581
62522,40000
62523,48772
62524,40000
62525,42323
62526,51839
62527,43924
62528,56857
62529,40000
62530,89609
62531,40000
62532,40000
62533,40000
62534,75835
62535,40000
62536,40000
62537,48819
62538,42340
62539,71545
62540,82892
62541,71189
62542,40000
62543,59899
62544,80822
62545,40000
62546,64581
62547,58878
62548,55762
62549,40000
62550,73858
62551,40000
62552,64666
62553,42683
62554,40000
62555,40000
62556,83747
62557,63757
62558,63428
62559,73063
62560,40000
62561,61987
62562,46457
62563,43943
62564,40000
62565,40000
62566,40000
62567,41559
62568,70309
62569,40000
62570,59988
62571,94253
62572,46186
62573,48618
62574,63417
62575,40000
62576,67898
62577,87029
62578,53548
62579,77187
62580,41682
62581,40000
62582,58690
62583,49237
62584,56960
62585,40000
62586,57348
62587,67135
62588,63877
62589,40000
62590,47775
62591,40000
62592,55492
62593,60188
62594,55458
62595,41081
62596,49385
62597,40000
62598,75646
62599,55194
62600,84895
62601,59657
62602,42577
62603,83936
62604,50020
62605,40000
62606,40591
62607,68532
62608,105588
62609,64910
62610,45736
62611,51854
62612,40000
62613,40000
62614,69312
62615,68228
62616,62814
62617,40000
62618,63245
62619,68231
62620,40000
62621,40000
62622,52641
62623,42133
62624,80530
62625,40000
62626,40000
62627,64611
62628,76256
62629,78609
62630,54639
62631,49140
62632,48394
62633,81067
62634,40000
62635,45607
62636,40000
62637,70296
62638,47763
62639,57675
62640,40000
62641,40000
62642,40000
62643,77734
62644,40000
62645,55410
62646,110778
62647,56134
62648,53812
62649,40000
62650,69599
62651,57306
62652,57547
62653,40000
62654,40000
62655,58937
62656,40000
62657,61836
62658,59900
62659,40000
62660,59306
62661,71542
62662,40000
62663,76046
62664,66879
62665,44371
62666,53483
62667,40000
62668,40000
62669,64919
62670,51154
62671,40000
62672,46273
62673,68718
62674,59375
62675,58967
62676,44881
62677,81654
62678,47472
62679,40000
62680,45902
62681,40000
62682,40000
62683,68100
62684,48807
62685,40000
62686,46790
62687,44594
62688,59171
62689,42324
62690,41481
62691,40000
62692,71803
62693,40000
62694,43166
62695,96321
62696,84196
62697,40905
62698,44780
62699,47157
62700,40000
62701,40000
62702,40000
62703,40000
62704,40000
62705,48588
62706,71015
62707,43866
62708,40000
62709,100030
62710,50907
62711,67515
62712,61871
62713,40000
62714,40000
62715,40000
62716,49468
62717,62254
62718,42344
62719,86139
62720,40000
62721,55027
62722,45670
62723,49106
62724,49351
62725,67132
62726,40000
62727,48158
62728,61955
62729,61228
62730,50892
62731,75071
62732,51368
62733,52443
62734,40000
62735,40000
62736,60772
62737,80142
62738,40000
62739,53617
62740,40000
62741,74505
62742,65595
62743,40000
62744,40000
62745,42458
62746,67567
62747,80666
62748,74290
62749,64230
62750,78766
62751,61358
62752,55938
62753,83085
62754,40000
62755,40000
62756,61601
62757,40000
62758,61104
62759,69623
62760,40000
62761,78558
62762,44411
62763,43131
62764,64156
62765,65293
62766,41919
62767,40000
62768,42184
62769,40000
62770,76731
62771,40000
62772,40000
62773,44666
62774,69335
62775,66859
62776,58912
62777,41060
62778,42109
62779,61975
62780,71288
62781,56682
62782,66309
62783,40000
62784,60722
62785,40000
62786,64080
62787,40000
62788,40000
62789,44599
62790,57971
62791,62523
62792,73360
62793,46484
62794,40000
62795,40000
62796,63476
62797,78975
62798,68865
62799,40000
62800,69028
62801,64018
62802,54766
62803,40000
62804,57104
62805,62512
62806,62952
62807,54396
62808,58145
62809,40000
62810,40000
62811,57524
62812,54728
62813,63286
62814,52835
62815,79938
62816,84893
62817,54411
62818,40000
62819,74763
62820,51113
62821,52251
62822,40000
62823,40000
62824,64411
62825,44781
62826,40000
62827,40000
62828,69692
62829,40000
62830,40000
62831,48647
62832,57578
62833,89725
62834,40000
62835,70408
62836,65552
62837,40000
62838,40000
62839,60324
62840,63233
62841,43806
62842,63663
62843,84691
62844,40000
62845,46562
62846,40000
62847,40000
62848,40000
62849,52447
62850,73703
62851,61391
62852,62840
62853,40000
62854,40000
62855,40000
62856,44117
62857,62733
62858,40000
62859,48163
62860,40000
62861,45164
62862,40554
62863,40160
62864,73927
62865,52404
62866,58067
62867,44096
62868,46520
62869,40001
62870,48907
62871,44486
62872,40033
62873,83829
62874,57464
62875,77813
62876,40000
62877,82182
62878,58362
62879,79278
62880,58084
62881,40000
62882,47460
62883,40000
62884,55674
62885,68400
62886,78731
62887,48736
62888,50806
62889,46584
62890,40000
62891,50075
62892,41613
62893,85202
62894,40000
62895,71312
62896,93017
62897,95968
62898,42676
62899,40000
62900,42772
62901,52303
62902,55149
62903,63937
62904,40000
62905,40000
62906,66882
62907,52766
62908,40000
62909,57809
62910,40000
62911,56501
62912,51788
62913,40000
62914,63238
62915,40000
62916,42360
62917,40000
62918,40000
62919,65195
62920,56628
62921,52291
62922,42581
62923,40000
62924,80330
62925,40000
62926,40000
62927,57750
62928,59135
62929,61473
62930,41842
62931,51751
62932,71480
62933,57473
62934,51159
62935,43426
62936,42240
62937,61690
62938,56731
62939,54780
62940,56333
62941,46973
62942,59091
62943,69635
62944,76781
62945,70872
62946,40000
62947,51179
62948,55745
62949,62328
62950,40000
62951,50852
62952,82927
62953,40000
62954,41774
62955,70558
62956,55678
62957,44278
62958,40000
62959,48916
62960,40000
62961,78801
62962,40000
62963,94137
62964,40000
62965,40000
62966,72984
62967,40867
62968,51467
62969,40000
62970,44840
62971,40000
62972,43995
62973,42730
62974,40000
62975,69857
62976,77714
62977,59360
62978,53281
62979,55419
62980,47314
62981,67879
62982,40000
62983,40000
62984,40000
62985,79861
62986,80577
62987,56945
62988,40000
62989,67003
62990,46794
62991,46449
62992,40000
62993,58148
62994,40000
62995,40000
62996,70899
62997,63459
62998,40000
62999,52889
63000,40000
63001,53140
63002,50285
63003,67403
63004,40000
63005,97874
63006,45493
63007,53961
63008,47235
63009,71548
63010,63211
63011,64323
63012,58838
63013,59200
63014,58904
63015,64472
63016,40000
63017,40000
63018,53426
63019,61483
63020,53851
63021,40858
63022,63014
63023,57476
63024,64070
63025,70949
63026,40000
63027,71696
63028,44823
63029,62083
63030,94986
63031,66512
63032,54132
63033,40000
63034,40000
63035,40000
63036,41866
63037,61399
63038,56463
63039,40000
63040,44315
63041,40000
63042,41310
63043,69035
63044,40000
63045,40000
63046,62267
63047,40898
63048,40227
63049,84661
63050,40000
63051,40880
63052,40000
63053,40000
63054,40000
63055,70082
63056,40590
63057,40000
63058,44399
63059,40000
63060,40000
63061,52127
63062,94570
63063,40000
63064,40000
63065,53869
63066,70788
63067,41491
63068,48687
63069,69233
63070,40000
63071,77052
63072,40000
63073,69073
63074,40000
63075,66602
63076,41569
63077,54381
63078,40000
63079,73243
63080,61060
63081,64047
63082,40000
63083,46774
63084,56852
63085,48614
63086,40000
63087,40000
63088,63470
63089,57625
63090,40000
63091,40000
63092,47017
63093,69716
63094,66959
63095,40000
63096,78650
63097,40000
63098,57852
63099,42969
63100,40000
63101,40000
63102,57424
63103,65908
63104,57374
63105,67332
63106,40000
63107,74824
63108,65610
63109,40000
63110,68032
63111,64844
63112,61721
63113,64354
63114,63059
63115,48097
63116,40000
63117,47612
63118,40000
63119,40000
63120,40000
63121,58355
63122,40000
63123,56577
63124,47527
63125,57778
63126,69500
63127,40000
63128,59072
63129,42704
63130,40000
63131,41649
63132,80547
63133,53493
63134,62524
63135,49051
63136,67329
63137,40000
63138,76457
63139,85790
63140,56659
63141,40324
63142,40000
63143,40630
63144,55405
63145,43870
63146,71449
63147,53490
63148,76723
63149,40000
63150,40000
63151,40000
63152,48790
63153,40000
63154,43164
63155,40000
63156,40715
63157,40789
63158,55892
63159,68541
63160,61012
63161,40000
63162,50764
63163,52534
63164,74059
63165,40000
63166,40000
63167,40000
63168,87399
63169,40000
63170,40000
63171,52768
63172,40000
63173,52052
63174,55016
63175,40000
63176,75634
63177,58140
63178,46928
63179,40000
63180,57951
63181,48123
63182,40000
63183,40000
63184,40519
63185,40000
63186,56870
63187,40000
63188,48966
63189,47153
63190,49341
63191,61880
63192,43828
63193,40000
63194,48992
63195,40000
63196,40000
63197,40000
63198,40915
63199,42765
63200,53477
63201,89354
63202,40000
63203,59521
63204,40000
63205,40000
63206,40000
63207,40000
63208,53955
63209,40000
63210,43944
63211,40000
63212,57354
63213,51721
63214,59356
63215,76074
63216,90925
63217,40000
63218,40000
63219,40000
63220,49827
63221,50312
63222,43718
63223,63788
63224,50104
63225,44494
63226,60839
63227,40000
63228,59035
63229,71779
63230,40790
63231,69250
63232,40000
63233,46278
63234,65091
63235,55339
63236,70050
63237,56824
63238,70210
63239,72498
63240,40000
63241,40000
63242,42865
63243,40000
63244,44980
63245,52889
63246,59385
63247,40000
63248,40000
63249,64252
63250,46272
63251,51446
63252,51341
63253,56787
63254,49206
63255,85391
63256,72376
63257,68034
63258,40000
63259,40000
63260,40000
63261,52359
63262,53470
63263,40000
63264,44392
63265,42799
63266,40000
63267,86620
63268,77609
63269,40000
63270,40000
63271,63284
63272,40000
63273,40000
63274,40000
63275,58363
63276,48725
63277,70600
63278,44974
63279,40000
63280,40000
63281,40000
63282,40000
63283,63776
63284,45333
63285,40000
63286,64091
63287,48344
63288,46031
63289,40000
63290,48719
63291,43466
63292,40000
63293,62872
63294,40000
63295,40000
63296,50971
63297,40000
63298,40000
63299,45607
63300,40000
63301,40000
63302,40000
63303,45160
63304,40000
63305,40000
63306,94498
63307,54723
63308,44473
63309,40000
63310,46669
63311,55524
63312,61131
63313,68355
63314,40000
63315,42794
63316,83708
63317,82494
63318,40000
63319,80693
63320,40000
63321,45765
63322,47091
63323,40000
63324,40000
63325,40000
63326,40000
63327,41412
63328,89420
63329,60910
63330,40000
63331,65406
63332,40000
63333,40000
63334,40000
63335,40000
63336,40000
63337,57854
63338,43692
63339,56565
63340,40000
63341,45035
63342,79990
63343,40000
63344,58850
63345,40000
63346,40000
63347,40000
63348,48854
63349,40000
63350,51986
63351,40000
63352,51312
63353,78583
63354,83997
63355,51110
63356,42229
63357,41030
63358,59640
63359,49230
63360,59511
63361,53783
63362,40000
63363,40000
63364,79259
63365,45178
63366,45353
63367,54425
63368,48353
63369,42683
63370,41376
63371,58421
63372,41893
63373,62667
63374,61823
63375,40000
63376,52426
63377,51691
63378,88243
63379,40000
63380,40000
63381,40000
63382,40000
63383,44619
63384,54967
63385,49077
63386,40027
63387,40612
63388,40000
63389,40000
63390,50122
63391,55696
63392,47680
63393,50380
63394,51951
63395,40000
63396,40000
63397,40000
63398,40000
63399,59974
63400,68596
63401,40000
63402,47688
63403,40000
63404,55034
63405,68488
63406,67507
63407,46332
63408,91128
63409,49824
63410,40340
63411,40000
63412,40000
63413,40000
63414,40000
63415,42910
63416,40000
63417,68838
63418,61504
63419,40000
63420,63428
63421,40000
63422,40000
63423,68191
63424,66287
63425,66324
63426,53423
63427,67050
63428,48210
63429,50885
63430,40000
63431,40000
63432,76647
63433,58177
63434,40000
63435,40052
63436,59260
63437,67971
63438,69910
63439,40000
63440,40000
63441,40000
63442,40958
63443,89803
63444,65631
63445,67068
63446,40000
63447,40000
63448,40000
63449,96671
63450,40000
63451,40000
63452,46115
63453,67290
63454,67316
63455,40000
63456,62372
63457,57065
63458,45706
63459,46158
63460,80403
63461,40000
63462,40000
63463,40000
63464,40000
63465,46749
63466,40000
63467,40000
63468,45514
63469,78756
63470,45741
63471,40000
63472,40000
63473,41691
63474,68523
63475,44089
63476,68997
63477,70379
63478,46579
63479,40000
63480,40000
63481,56001
63482,65165
63483,67023
63484,43364
63485,86407
63486,40000
63487,51806
63488,40000
63489,63021
63490,65782
63491,55104
63492,50987
63493,86264
63494,84598
63495,49286
63496,40000
63497,60815
63498,40000
63499,66814
63500,63946
63501,40000
63502,40000
63503,67388
63504,68365
63505,43299
63506,44459
63507,40000
63508,40000
63509,41564
63510,48271
63511,40000
63512,57168
63513,40000
63514,48926
63515,62967
63516,94093
63517,76344
63518,45251
63519,45677
63520,48354
63521,46866
63522,40000
63523,102717
63524,40000
63525,45904
63526,45928
63527,66044
63528,46204
63529,40788
63530,40000
63531,40000
63532,50529
63533,40000
63534,40000
63535,50324
63536,62043
63537,61678
63538,82924
63539,65183
63540,42796
63541,58857
63542,49445
63543,40000
63544,40000
63545,54839
63546,61544
63547,40000
63548,55311
63549,63563
63550,40000
63551,42711
63552,53810
63553,47389
63554,40000
63555,48092
63556,42368
63557,51795
63558,53293
63559,64250
63560,63282
63561,59062
63562,46283
63563,40000
63564,52325
63565,40000
63566,40000
63567,87673
63568,58244
63569,40000
63570,71136
63571,61338
63572,51114
63573,40000
63574,40000
63575,64498
63576,56223
63577,67432
63578,52345
63579,57889
63580,64192
63581,54739
63582,45701
63583,40000
63584,40000
63585,60788
63586,72933
63587,40000
63588,87462
63589,55889
63590,40000
63591,58040
63592,40000
63593,46727
63594,65553
63595,51111
63596,55120
63597,40000
63598,41512
63599,62017
63600,46070
63601,40000
63602,65556
63603,70923
63604,40000
63605,40000
63606,48078
63607,40000
63608,43734
63609,49193
63610,62180
63611,42836
63612,50531
63613,40000
63614,65421
63615,92024
63616,40000
63617,49653
63618,54959
63619,40000
63620,72226
63621,58846
63622,49643
63623,40000
63624,67531
63625,40000
63626,40000
63627,45919
63628,74007
63629,71080
63630,64933
63631,40000
63632,69595
63633,53637
63634,43245
63635,40419
63636,43308
63637,40000
63638,40000
63639,41754
63640,47981
63641,79191
63642,41205
63643,49976
63644,84470
63645,40000
63646,40000
63647,40000
63648,62885
63649,45939
63650,51550
63651,54113
63652,46751
63653,91496
63654,50876
63655,74344
63656,40000
63657,40000
63658,51639
63659,44849
63660,40000
63661,47175
63662,65520
63663,53751
63664,53495
63665,45859
63666,47767
63667,40000
63668,40000
63669,47376
63670,52329
63671,50464
63672,40000
63673,40000
63674,40000
63675,40000
63676,74751
63677,60370
63678,40000
63679,55496
63680,45562
63681,53904
63682,54747
63683,56312
63684,87921
63685,66094
63686,40000
63687,76843
63688,53142
63689,55149
63690,56072
63691,79220
63692,40000
63693,40000
63694,40000
63695,40000
63696,40626
63697,51569
63698,40000
63699,82394
63700,40000
63701,57962
63702,40000
63703,40000
63704,40000
63705,40000
63706,46185
63707,41679
63708,51639
63709,48643
63710,44698
63711,40000
63712,48245
63713,69040
63714,58351
63715,40000
63716,40000
63717,68743
63718,50004
63719,40000
63720,41433
63721,41653
63722,71362
63723,68330
63724,64883
63725,93859
63726,51054
63727,60442
63728,40000
63729,40000
63730,100798
63731,56698
63732,40000
63733,69382
63734,40000
63735,49068
63736,51108
63737,40508
63738,46383
63739,78668
63740,40624
63741,40000
63742,60998
63743,55294
63744,47300
63745,44621
63746,59830
63747,40000
63748,57916
63749,40000
63750,40000
63751,40000
63752,40000
63753,47367
63754,54889
63755,40000
63756,43501
63757,47020
63758,57896
63759,77923
63760,40000
63761,73258
63762,68297
63763,40000
63764,40000
63765,40000
63766,53064
63767,40000
63768,51443
63769,40000
63770,40000
63771,47780
63772,41489
63773,47562
63774,44459
63775,66643
63776,40000
63777,62943
63778,40000
63779,58032
63780,48005
63781,40000
63782,49379
63783,42991
63784,49303
63785,86790
63786,40000
63787,40000
63788,40000
63789,40000
63790,71815
63791,53249
63792,40000
63793,63893
63794,46153
63795,71651
63796,54204
63797,67775
63798,46789
63799,70101
63800,51996
63801,40928
63802,48039
63803,56794
63804,40000
63805,40000
63806,78189
63807,67044
63808,62607
63809,50168
63810,66175
63811,51537
63812,40000
63813,42331
63814,85698
63815,40000
63816,40000
63817,40000
63818,40522
63819,86642
63820,47513
63821,40000
63822,42911
63823,44692
63824,55062
63825,40000
63826,40000
63827,84099
63828,40000
63829,77463
63830,40000
63831,40000
63832,63485
63833,66606
63834,48011
63835,44116
63836,93576
63837,40000
63838,48473
63839,62687
63840,69567
63841,55356
63842,62860
63843,57398
63844,97504
63845,95768
63846,40113
63847,40000
63848,66489
63849,65536
63850,51798
63851,51029
63852,40000
63853,40000
63854,40000
63855,40000
63856,40000
63857,45038
63858,40000
63859,51267
63860,40000
63861,40000
63862,40000
63863,52700
63864,61627
63865,56978
63866,69011
63867,83541
63868,46080
63869,79240
63870,74844
63871,52187
63872,44211
63873,97481
63874,40000
63875,44667
63876,74241
63877,45341
63878,40000
63879,67716
63880,50289
63881,54522
63882,40000
63883,40000
63884,40000
63885,57744
63886,40000
63887,43972
63888,61532
63889,57040
63890,57239
63891,40000
63892,40000
63893,40000
63894,53174
63895,40000
63896,46920
63897,52683
63898,40000
63899,71532
63900,67571
63901,40000
63902,52761
63903,78430
63904,46741
63905,58893
63906,40000
63907,72630
63908,61568
63909,58358
63910,40000
63911,40000
63912,47231
63913,40000
63914,74630
63915,40000
63916,40000
63917,67834
63918,76063
63919,49453
63920,50049
63921,44241
63922,41263
63923,40000
63924,72126
63925,71147
63926,40000
63927,44902
63928,40000
63929,44821
63930,40000
63931,73802
63932,40000
63933,54580
63934,51743
63935,40000
63936,48514
63937,49210
63938,40000
63939,60015
63940,59356
63941,73393
63942,68095
63943,46842
63944,40000
63945,58940
63946,51099
63947,40000
63948,56161
63949,61379
63950,40000
63951,40000
63952,40000
63953,45240
63954,46005
63955,58055
63956,58339
63957,59018
63958,59336
63959,80468
63960,56028
63961,42848
63962,40000
63963,49710
63964,40000
63965,65808
63966,40103
63967,40000
63968,40000
63969,50777
63970,40000
63971,40000
63972,40000
63973,40000
63974,40000
63975,64251
63976,80441
63977,80450
63978,40000
63979,64644
63980,40000
63981,64101
63982,40000
63983,73297
63984,40000
63985,54542
63986,72630
63987,40000
63988,40000
63989,40000
63990,46423
63991,40000
63992,40000
63993,45132
63994,51613
63995,40000
63996,68643
63997,56303
63998,40000
63999,74144
64000,71277
64001,78929
64002,40000
64003,40000
64004,40000
64005,54099
64006,40000
64007,40000
64008,78150
64009,95071
64010,48830
64011,53335
64012,54756
64013,51263
64014,98200
64015,50639
64016,77453
64017,84694
64018,81952
64019,40000
64020,66281
64021,40000
64022,40000
64023,45861
64024,91729
64025,49615
64026,76415
64027,61274
64028,40000
64029,82230
64030,40208
64031,50537
64032,40000
64033,41446
64034,73373
64035,60141
64036,40000
64037,62073
64038,59014
64039,40000
64040,50148
64041,73257
64042,52859
64043,40000
64044,77901
64045,64054
64046,40000
64047,40000
64048,40000
64049,42099
64050,77595
64051,48166
64052,50377
64053,58781
64054,49538
64055,40000
64056,45477
64057,49448
64058,40000
64059,47575
64060,75934
64061,40000
64062,40000
64063,50097
64064,40000
64065,40000
64066,81362
64067,75445
64068,40355
64069,40000
64070,69212
64071,40000
64072,54670
64073,71212
64074,65951
64075,40000
64076,43925
64077,57665
64078,56506
64079,55343
64080,40000
64081,49793
64082,51828
64083,40000
64084,47225
64085,75162
64086,40000
64087,40000
64088,56444
64089,62247
64090,57737
64091,63820
64092,40000
64093,64988
64094,44998
64095,44077
64096,65730
64097,40000
64098,71127
64099,72020
64100,40000
64101,48106
64102,56416
64103,42238
64104,40714
64105,40000
64106,62005
64107,82910
64108,40000
64109,70327
64110,62808
64111,40000
64112,61105
64113,54173
64114,47288
64115,57490
64116,40000
64117,43103
64118,45876
64119,46002
64120,41996
64121,64522
64122,40000
64123,71603
64124,48056
64125,40000
64126,57089
64127,51858
64128,75091
64129,40000
64130,48261
64131,40000
64132,54971
64133,54896
64134,40000
64135,44487
64136,60921
64137,69738
64138,83342
64139,60691
64140,40000
64141,75502
64142,40233
64143,43792
64144,42548
64145,81295
64146,61262
64147,40000
64148,40000
64149,41565
64150,56353
64151,58265
64152,42879
64153,52230
64154,40000
64155,40613
64156,66901
64157,41196
64158,71989
64159,43046
64160,40000
64161,54520
64162,40000
64163,40474
64164,47321
64165,53554
64166,86068
64167,40000
64168,52756
64169,40000
64170,61064
64171,86888
64172,54441
64173,72331
64174,74832
64175,49349
64176,44874
64177,40000
64178,81835
64179,56288
64180,40000
64181,48467
64182,52084
64183,73385
64184,40000
64185,49205
64186,64521
64187,40000
64188,40000
64189,57707
64190,55839
64191,77064
64192,67729
64193,47565
64194,40000
64195,44551
64196,42004
64197,42159
64198,40000
64199,51323
64200,40000
64201,43328
64202,57616
64203,40000
64204,68740
64205,71785
64206,40000
64207,40000
64208,52758
64209,40000
64210,61059
64211,40000
64212,40000
64213,82614
64214,91995
64215,52786
64216,74568
64217,40000
64218,40000
64219,54122
64220,95239
64221,40000
64222,44640
64223,40000
64224,43022
64225,57953
64226,78875
64227,40000
64228,70331
64229,72970
64230,65476
64231,76819
64232,47094
64233,51891
64234,40000
64235,40000
64236,40000
64237,70521
64238,58789
64239,40000
64240,40000
64241,40000
64242,43668
64243,42959
64244,55424
64245,62627
64246,55665
64247,52067
64248,40000
64249,45429
64250,62051
64251,41894
64252,57549
64253,82172
64254,65062
64255,40000
64256,40000
64257,65743
64258,42463
64259,41831
64260,40000
64261,40000
64262,69599
64263,47491
64264,40000
64265,45180
64266,40000
64267,40000
64268,56096
64269,70918
64270,40000
64271,44161
64272,74493
64273,40000
64274,40000
64275,62694
64276,45957
64277,40000
64278,40000
64279,40000
64280,40000
64281,43751
64282,67480
64283,57167
64284,40000
64285,44772
64286,40000
64287,41102
64288,46775
64289,40000
64290,78273
64291,84901
64292,40000
64293,50693
64294,40000
64295,40000
64296,40000
64297,40000
64298,40000
64299,63646
64300,40000
64301,40000
64302,56971
64303,71484
64304,40000
64305,54129
64306,65355
64307,43216
64308,40000
64309,81600
64310,40000
64311,40000
64312,40000
64313,59704
64314,40549
64315,40000
64316,40000
64317,72962
64318,52936
64319,67638
64320,42729
64321,40820
64322,75743
64323,57782
64324,88551
64325,71000
64326,45359
64327,64858
64328,40000
64329,53475
64330,40000
64331,40000
64332,40000
64333,40000
64334,40000
64335,40449
64336,45714
64337,48524
64338,49374
64339,40000
64340,40000
64341,40000
64342,73390
64343,40000
64344,44886
64345,49327
64346,40000
64347,40000
64348,61720
64349,47567
64350,40000
64351,40000
64352,55830
64353,65928
64354,73420
64355,79390
64356,49201
64357,61677
64358,40216
64359,40000
64360,51702
64361,40000
64362,40000
64363,49674
64364,40000
64365,46785
64366,40000
64367,55530
64368,63681
64369,45021
64370,79987
64371,49769
64372,49527
64373,75170
64374,40000
64375,86601
64376,44070
64377,40000
64378,40000
64379,62340
64380,58916
64381,49618
64382,57778
64383,40000
64384,40000
64385,46571
64386,40000
64387,78035
64388,71654
64389,53544
64390,68622
64391,48824
64392,40000
64393,40000
64394,53968
64395,43157
64396,58012
64397,66648
64398,71024
64399,48438
64400,40000
64401,55668
64402,40000
64403,69875
64404,59693
64405,40000
64406,40000
64407,40000
64408,54843
64409,40000
64410,56447
64411,47459
64412,52452
64413,63667
64414,76760
64415,88327
64416,71216
64417,40000
64418,47157
64419,67567
64420,58459
64421,40000
64422,87353
64423,47530
64424,48816
64425,40000
64426,40000
64427,68341
64428,40000
64429,49026
64430,78547
64431,42352
64432,40000
64433,40626
64434,55765
64435,40000
64436,40000
64437,50396
64438,48373
64439,40000
64440,49447
64441,61812
64442,41999
64443,43883
64444,40000
64445,54460
64446,62708
64447,40586
64448,88929
64449,40000
64450,60474
64451,41387
64452,40000
64453,42917
64454,44772
64455,40000
64456,52510
64457,87805
64458,40000
64459,40000
64460,40502
64461,40000
64462,40632
64463,58399
64464,73748
64465,40000
64466,87155
64467,40000
64468,42527
64469,44044
64470,48984
64471,40000
64472,65001
64473,40000
64474,40754
64475,48940
64476,70521
64477,40000
64478,46918
64479,47797
64480,40000
64481,40000
64482,40000
64483,40000
64484,59840
64485,40000
64486,40000
64487,42874
64488,54694
64489,73490
64490,51983
64491,90699
64492,40000
64493,47231
64494,40000
64495,42062
64496,58603
64497,56334
64498,40000
64499,50259
64500,53265
64501,62626
64502,40000
64503,62147
64504,40000
64505,40000
64506,47731
64507,40000
64508,60467
64509,40000
64510,57060
64511,43291
64512,54744
64513,42719
64514,49590
64515,75217
64516,40000
64517,42966
64518,68322
64519,73584
64520,40000
64521,45801
64522,70061
64523,57528
64524,40000
64525,46101
64526,68260
64527,51682
64528,40000
64529,115037
64530,40000
64531,40000
64532,76024
64533,81970
64534,40000
64535,40407
64536,53303
64537,40000
64538,40908
64539,67011
64540,59610
64541,40000
64542,44903
64543,57294
64544,57037
64545,54922
64546,67469
64547,60722
64548,44345
64549,77828
64550,49534
64551,40000
64552,46543
64553,40000
64554,64469
64555,40000
64556,40000
64557,73750
64558,85044
64559,78545
64560,40000
64561,40696
64562,76938
64563,66425
64564,40000
64565,72825
64566,65025
64567,47051
64568,40000
64569,57253
64570,40000
64571,41869
64572,40000
64573,72263
64574,40000
64575,70816
64576,57121
64577,57318
64578,40000
64579,50717
64580,40000
64581,63907
64582,40000
64583,81645
64584,75556
64585,40463
64586,72909
64587,57373
64588,52885
64589,61250
64590,48472
64591,40000
64592,77644
64593,54338
64594,42110
64595,56686
64596,40000
64597,40000
64598,65815
64599,44662
64600,40000
64601,76313
64602,47941
64603,54583
64604,42861
64605,45776
64606,40000
64607,81093
64608,40000
64609,60929
64610,61790
64611,42529
64612,65711
64613,56173
64614,40000
64615,51624
64616,49863
64617,68441
64618,40000
64619,63315
64620,50777
64621,74303
64622,40000
64623,65357
64624,62409
64625,43437
64626,47632
64627,40000
64628,68199
64629,58371
64630,40000
64631,84183
64632,74384
64633,114977
64634,40000
64635,40872
64636,40000
64637,46353
64638,72939
64639,40000
64640,54939
64641,66187
64642,49205
64643,67474
64644,40000
64645,52074
64646,40000
64647,53625
64648,61079
64649,42765
64650,40000
64651,40918
64652,67434
64653,55286
64654,40000
64655,54110
64656,40276
64657,60000
64658,55523
64659,40462
64660,70950
64661,52550
64662,59949
64663,74257
64664,44049
64665,58140
64666,73724
64667,60653
64668,56050
64669,48580
64670,42780
64671,52539
64672,67225
64673,40000
64674,40000
64675,79838
64676,59469
64677,46623
64678,40000
64679,40000
64680,43079
64681,40000
64682,62910
64683,40000
64684,40000
64685,82163
64686,62782
64687,40000
64688,41555
64689,45524
64690,53661
64691,40864
64692,43722
64693,40000
64694,64424
64695,74888
64696,40000
64697,59770
64698,60540
64699,89370
64700,55002
64701,47789
64702,46756
64703,47643
64704,55310
64705,40000
64706,46572
64707,51361
64708,40000
64709,61315
64710,40000
64711,58889
64712,42821
64713,72046
64714,60711
64715,40000
64716,73151
64717,52392
64718,40000
64719,40000
64720,48480
64721,44582
64722,44078
64723,40000
64724,57326
64725,40000
64726,40000
64727,40000
64728,43564
64729,56699
64730,40331
64731,40000
64732,44353
64733,40000
64734,55924
64735,40938
64736,51515
64737,43270
64738,40000
64739,76948
64740,54835
64741,46253
64742,51171
64743,61499
64744,40000
64745,88584
64746,58692
64747,42967
64748,43959
64749,63219
64750,60878
64751,59844
64752,61155
64753,40000
64754,60899
64755,59789
64756,60396
64757,40000
